"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","test_transfer_with_fraud_check_invalid_amount[chromium-10000.1-Transfer amount cannot exceed 10000]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","793","test_transfer_between_users[chromium-0.01]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","258","test_deposit_incorrect_balance[chromium-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","197","test_deposit[chromium-1088.21]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","700","test_transfer_below_balance[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","106","test_deposit_non_exist_id[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","2236","test_admin_can_login_with_correct_data[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_ui_test","",""
"","114","test_deposit_incorrect_balance[chromium-5000.1-Deposit amount exceeds the 5000 limit]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","941","test_transfer_invalid_amount[webkit-10000.01-\u274c Error: Transfer amount cannot exceed 10000]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","1235","test_transfer_between_users[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","928","test_transfer_invalid_amount[chromium-10000.01-\u274c Error: Transfer amount cannot exceed 10000]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","91","test_create_invalid_user[chromium-ymyXLIHJjYViixkx-pTzUN1t85&-USER-username-Username must be between 3 and 15 characters]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","530","test_transfer_empty_form[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","878","test_transfer_over_limit[chromium-10000.01]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","237","test_deposit[chromium-4999.99]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","1069","test_transfer_below_balance[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","1538","test_user_can_login_with_correct_data[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_ui_test","",""
"","175","test_login_user[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_test","",""
"","1591","test_update_name_in_the_profile[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","1687","test_update_profile_bad_name[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","1319","test_transfer_between_users[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","261","test_account_not_selected_deposit[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","129","test_transfer_with_fraud_check_user_has_no_access_to_other_user_account[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","1340","test_transfer_below_balance[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","180","test_update_profile_bad_name[chromium-1John Smith]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","103","test_deposit_incorrect_balance[chromium--1-Invalid account or amount]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","141","test_transfer_with_fraud_check_verification_required[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","170","test_login_admin_user[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestLoginUser","login_user_test","",""
"","508","test_deposit_incorrect_balance[firefox--1-\u274c Please enter a valid amount.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","178","test_update_profile_bad_name[chromium-JohnSmith]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","881","test_transfer_below_balance[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","812","test_transfer_between_users[chromium-9529.83]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","106","test_create_invalid_user[chromium--LCc%v12Wc7-USER-username-Username cannot be blank]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","194","test_deposit[chromium-0.01]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","317","test_user_can_create_account[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateAccount","create_account_ui_test","",""
"","127","test_transfer_with_fraud_check_insufficient_funds[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","498","test_deposit_incorrect_balance[firefox-5000.1-\u274c Please deposit less or equal to 5000$.]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","539","test_user_can_create_account[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateAccount","create_account_ui_test","",""
"","1185","test_transfer_invalid_amount[firefox-10000.01-\u274c Error: Transfer amount cannot exceed 10000]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","114","test_account_not_selected_deposit[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","175","test_update_profile_bad_name[chromium-John Smith.]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","705","test_transfer_below_minimum[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","643","test_admin_can_create_user[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","1098","test_transfer_invalid_amount[webkit--1-\u274c Error: Invalid transfer: insufficient funds or invalid accounts]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
"","104","test_deposit_incorrect_balance[chromium-0-Invalid account or amount]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","1630","test_update_profile_bad_name[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","133","test_transfer_with_fraud_check_rejected_decision_requires_manual_review[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransferWithFraudCheck","transfer_with_fraud_check_test","",""
"","407","test_admin_cannot_create_user_with_invalid_data[webkit-new_user_request0]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","175","test_update_profile_bad_name[chromium-John_Smith]","src.tests.api","2026-07-15","passed","2026-07-15","TestUpdateProfile","update_profile_test","",""
"","1509","test_update_profile_bad_name[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","131","test_create_account[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateAccount","create_account_test","",""
"","660","test_user_can_deposit[firefox]","src.tests.ui","2026-07-15","passed","2026-07-15","TestDeposit","deposit_ui_test","",""
"","627","test_deposit_another_user_id[chromium]","src.tests.api","2026-07-15","passed","2026-07-15","TestDeposit","deposit_test","",""
"","302","test_admin_cannot_create_user_with_invalid_data[firefox-new_user_request0]","src.tests.ui","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_ui_test","",""
"","92","test_create_invalid_user[chromium-@zPb-U3@zEwx5V0-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","2026-07-15","passed","2026-07-15","TestCreateUser","create_user_test","",""
"","830","test_transfer_between_users[chromium-9999.99]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","863","test_transfer_over_limit[chromium-10001]","src.tests.api","2026-07-15","passed","2026-07-15","TestTransfer","transfer_test","",""
"","1444","test_update_name_in_the_profile[chromium]","src.tests.ui","2026-07-15","passed","2026-07-15","TestEditProfile","edit_profile_ui_test","",""
"","675","test_transfer_empty_form[webkit]","src.tests.ui","2026-07-15","passed","2026-07-15","TestTransfer","transfer_ui_test","",""
